cid	family7	fam_count	bucket_size	in_bucket	unlock_class	urls
LF6A4Z0D	LF6A4Z0	1	1573888	True	LIKELY FAMILY-SHARED (untested — unlocks up to 1)	https://ecutune.shop/downloads/lf6a4z0d-80345c7307-stage1-chk-ok/
LF75300E	LF75300	11	2098176	True	FAMILY-SHARED (verified, unlocks 11 CIDs)	https://ecutune.shop/downloads/lf75300e-a601a07007-stage1-e2-splim_cruise_250-chk-ok/
LF76401R	LF76401	1	2098176	True	LIKELY FAMILY-SHARED (untested — unlocks up to 1)	https://ecutune.shop/downloads/lf76401r-a600a17407-stage1-splim250-95ron-chk-ok/
LF76500Q	LF76500	1	2098176	True	LIKELY FAMILY-SHARED (untested — unlocks up to 1)	https://ecutune.shop/downloads/lf76500q-a660a17307-stage1-95ron-egr_off-splim_cruise_250-chk-ok/
LF78001Z	LF78001	6	2098176	True	FAMILY-SHARED (verified, unlocks 6 CIDs)	https://ecutune.shop/downloads/lf78001z-b769a04007-egr_off-chk-ok/
LF79100P	LF79100	8	2098176	True	PER-CID-ONLY (verified, unlocks 1 CID)	https://ecutune.shop/downloads/lf79100p-b029b07007-e2-chk-ok/
LF79300U	LF79300	2	2098176	True	LIKELY PER-CID (FA-DIT newer, untested — unlocks ~1)	https://ecutune.shop/downloads/lf79300u-b000a17307-stage1-warmcatoff-splim_cruise_250-e2-egr_off-chk-ok/
LF79400U	LF79400	1	2098176	True	LIKELY PER-CID (FA-DIT newer, untested — unlocks ~1)	https://ecutune.shop/downloads/lf79400u-b000a17407-stage1-splim_cruise_250-chk-ok/|https://ecutune.shop/downloads/lf79400u-b000a17407-stage1-e2-egr_off-splimcruise250-nochk/
LF9B003U	LF9B003	1	2098176	True	LIKELY FAMILY-SHARED (untested — unlocks up to 1)	https://ecutune.shop/downloads/lf9b003u-b200a14007-warmcatoff-egr_off-chk-ok/|https://ecutune.shop/downloads/lf9b003u-b200a14007-stage1-splim250-chk-ok/|https://ecutune.shop/downloads/lf9b003u-b200a14007-stage1-95ron-warmcatoff-splim250-chk-ok/
LF9C000C	LF9C000	10	2098176	True	FAMILY-SHARED (verified, unlocks 10 CIDs)	https://ecutune.shop/downloads/lf9c000c-ba61a04007-p0420-off-chk-ok/
LF9C000F	LF9C000	10	2098176	True	FAMILY-SHARED (verified, unlocks 10 CIDs)	https://ecutune.shop/downloads/lf9c000f-ba69a04007-stage1-e2-egr_off-chk-ok/
LF9D000D	LF9D000	7	2622464	True	LIKELY PER-CID (FA-DIT newer, untested — unlocks ~1)	https://ecutune.shop/downloads/lf9d000d-c000a04007-stage1-e2-egr_off-splim_cruise_250-95ron-nochk/
LF9G002T	LF9G002	2	2622464	True	LIKELY PER-CID (FA-DIT newer, untested — unlocks ~1)	https://ecutune.shop/downloads/lf9g002t-cd29b07107-e2-evap_off-nochk/
LT8DB02A	LT8DB02	1	2622464	True	LIKELY FAMILY-SHARED (untested — unlocks up to 1)	https://ecutune.shop/downloads/lt8db02a-bb2ca07a07-e2-nochk/
LV9N303J	LV9N303	1	2098176	True	FAMILY-SHARED (verified, unlocks 1 CIDs)	https://ecutune.shop/downloads/lv9n303j-8b065e7907-stage1-egr_off-splim250-95ron-nochk/|https://ecutune.shop/downloads/lv9n303j-8b065e7907-stage1-e2-splim250-95ron-nochk/
LV9N340J	LV9N340	1	2098176	True	LIKELY PER-CID (FA-DIT newer, untested — unlocks ~1)	https://ecutune.shop/downloads/lv9n340j-8b065e7b07-stage1-95ron-warmcatoff-cruise150-splim250/|https://ecutune.shop/downloads/lv9n340j-8b065e7b07-stage1-95ron-e2-egr_off-splim_cruise_280-chk-ok/|https://ecutune.shop/downloads/lv9n340j-8b065e7b07-stage1-egr_off-splim_cruise_280-chk-ok/
XE1F201F	XE1F201	1	4064000	True	LIKELY FAMILY-SHARED (untested — unlocks up to 1)	https://ecutune.shop/downloads/xe1f201f-b602604007-stage1-nochk/
XE1F202A	XE1F202	3	4064000	True	LIKELY FAMILY-SHARED (untested — unlocks up to 3)	https://ecutune.shop/downloads/xe1f202a-b622604107-evap_off-nochk/
XE1F202G	XE1F202	3	4064000	True	LIKELY FAMILY-SHARED (untested — unlocks up to 3)	https://ecutune.shop/downloads/xe1f202g-b66a604107-stage1-egr_off-nochk/
XE1F500F	XE1F500	2	4064000	True	LIKELY FAMILY-SHARED (untested — unlocks up to 2)	https://ecutune.shop/downloads/xe1f500f-b602607007-stage1-nochk/
XE1FB00F	XE1FB00	2	4064000	True	LIKELY FAMILY-SHARED (untested — unlocks up to 2)	https://ecutune.shop/downloads/xe1fb00f-b602607207-stage1-egr_off-nochk/
XH3J2D0I	XH3J2D0	1	1573632	True	LIKELY FAMILY-SHARED (untested — unlocks up to 1)	https://ecutune.shop/downloads/xh3j2d0i-aa01627507-stage1-nochk/
XH3N600F	XH3N600	5	1573632	True	LIKELY FAMILY-SHARED (untested — unlocks up to 5)	https://ecutune.shop/downloads/xh3n600f-c521647307-e2-evap_off-p0606_off-nochk/
XS1L400C	XS1L400	1	1573632	True	LIKELY FAMILY-SHARED (untested — unlocks up to 1)	https://ecutune.shop/downloads/xs1l400c-b681607107-stage1-e2-egr_off-nochk/
ZA1JA00G	ZA1JA00	10	1311488	True	LIKELY FAMILY-SHARED (untested — unlocks up to 10)	https://ecutune.shop/downloads/za1ja00g-8644387007-e2-idle750-chk-ok/
